deal_id,datetime,pair,timeframe,direction,profit_loss,entry_price,take_price,stop_price,take_dist_perc,stop_dist_perc,best_price,worst_price,best_price_perc,worst_price_perc,current_price,current_price_perc,status,finish_time,indicators
344,2023-06-25 00:35:41,EDUUSDT,5m,long,1.56,0.7623,0.7806,0.7516,2.4,1.41,0.7807,0.754,2.41,1.09,0.7803,2.36,win,2023-06-25 14:22:15,
345,2023-06-25 00:40:34,LINAUSDT,5m,long,1.17,0.0134,0.01352,0.01331,0.91,0.63,0.01384,0.01331,3.28,0.67,0.0138,2.99,win,2023-06-25 14:05:27,
346,2023-06-25 01:05:18,APTUSDT,5m,long,4.38,7.372,7.553,7.338,2.45,0.46,7.395,7.334,0.31,0.52,7.334,-0.52,loss,2023-06-25 01:41:11,
347,2023-06-25 01:05:26,MASKUSDT,5m,long,3.45,3.662,3.737,3.644,2.05,0.49,3.717,3.632,1.5,0.82,3.64,-0.6,loss,2023-06-25 16:14:18,
348,2023-06-25 01:10:35,SUIUSDT,5m,long,2.91,0.7524,0.7785,0.7442,3.47,1.08,0.776,0.7405,3.14,1.58,0.7454,-0.93,loss,2023-06-25 16:35:51,
349,2023-06-25 02:05:18,OPUSDT,5m,long,4.38,1.301,1.343,1.293,3.26,0.65,1.35,1.301,3.77,0.0,1.35,3.77,win,2023-06-25 14:05:34,
350,2023-06-25 02:10:21,DOGEUSDT,5m,long,2.41,0.06676,0.06766,0.06646,1.35,0.45,0.06772,0.06665,1.44,0.16,0.06769,1.39,win,2023-06-25 14:50:46,
351,2023-06-25 14:40:20,SOLUSDT,5m,long,4.03,17.18,17.636,17.084,2.65,0.56,17.3,17.04,0.7,0.81,17.04,-0.81,loss,2023-06-25 16:14:19,
352,2023-06-25 14:50:20,SOLUSDT,5m,long,4.03,17.18,17.636,17.084,2.65,0.56,17.3,17.04,0.7,0.81,17.04,-0.81,loss,2023-06-25 16:14:20,
353,2023-06-25 14:50:41,EDUUSDT,5m,long,6.54,0.7858,0.829,0.78,5.49,0.75,0.7924,0.7789,0.84,0.88,0.7815,-0.55,loss,2023-06-25 15:20:43,
354,2023-06-25 15:00:16,APTUSDT,5m,long,90.63,7.651,13.193,7.596,72.44,0.72,7.677,7.562,0.34,1.16,7.577,-0.97,loss,2023-06-25 16:14:11,
355,2023-06-25 15:05:33,GALAUSDT,5m,long,1.27,0.02765,0.02805,0.02737,1.45,1.0,0.02791,0.02736,0.94,1.05,0.02738,-0.98,loss,2023-06-25 15:34:15,
356,2023-06-25 15:20:24,DYDXUSDT,5m,short,1.21,2.001,1.979,2.017,1.12,0.78,1.996,2.022,0.25,1.05,2.021,-1.0,loss,2023-06-25 15:50:46,
357,2023-06-25 15:25:37,LUNAUSDT,5m,short,1.04,0.6647,0.6577,0.6703,1.05,0.85,0.6626,0.6716,0.32,1.04,0.6679,-0.48,loss,2023-06-25 15:50:49,
358,2023-06-25 15:30:34,LUNAUSDT,5m,short,1.08,0.6648,0.6578,0.6703,1.06,0.83,0.6626,0.6716,0.33,1.02,0.6679,-0.47,loss,2023-06-25 15:50:49,
359,2023-06-25 15:45:34,SUIUSDT,5m,short,2.41,0.764,0.7535,0.7675,1.37,0.46,0.7632,0.7676,0.1,0.47,0.766,-0.26,loss,2023-06-25 15:58:17,
360,2023-06-25 16:10:41,PEPEUSDT,5m,short,1.71,1.58e-06,1.556e-06,1.592e-06,1.52,0.76,1.58e-06,1.6e-06,0.0,1.27,1.58e-06,0.0,loss,2023-06-25 16:10:49,
361,2023-06-25 16:15:11,LUNCUSDT,5m,short,1.75,9.11e-05,8.803e-05,9.274e-05,3.37,1.8,9.001e-05,9.345e-05,1.2,2.58,9.308e-05,-2.17,loss,2023-06-25 20:54:18,
362,2023-06-25 16:15:14,LTCUSDT,5m,short,2.52,88.06,86.332,88.648,1.96,0.67,86.6,88.72,1.66,0.75,88.72,-0.75,loss,2023-06-26 03:22:18,
363,2023-06-25 16:15:30,ETCUSDT,5m,short,5.42,18.56,16.384,18.944,11.72,2.07,17.85,18.98,3.83,2.26,18.94,-2.05,loss,2023-06-26 18:23:15,
364,2023-06-25 16:30:14,LTCUSDT,5m,short,1.58,87.83,86.286,88.694,1.76,0.98,86.6,88.72,1.4,1.01,88.72,-1.01,loss,2023-06-26 03:22:18,
365,2023-06-25 16:30:17,APTUSDT,5m,short,2.49,7.546,7.308,7.633,3.16,1.16,7.454,7.643,1.22,1.29,7.633,-1.15,loss,2023-06-25 21:17:11,
366,2023-06-25 16:35:08,TRXUSDT,5m,short,16.7,0.07309,0.06444,0.07355,11.83,0.62,0.07255,0.07356,0.74,0.64,0.07355,-0.63,loss,2023-06-26 10:01:25,
367,2023-06-25 16:35:23,MAGICUSDT,5m,short,1.56,0.8286,0.8172,0.8348,1.38,0.75,0.8243,0.8352,0.52,0.8,0.8352,-0.8,loss,2023-06-25 16:46:17,
368,2023-06-25 16:35:26,MASKUSDT,5m,short,14.26,3.602,3.079,3.636,14.53,0.93,3.581,3.637,0.58,0.97,3.631,-0.81,loss,2023-06-25 16:47:18,
369,2023-06-25 16:35:30,ATOMUSDT,5m,short,1.82,9.559,9.433,9.617,1.32,0.6,9.537,9.623,0.23,0.67,9.614,-0.58,loss,2023-06-25 16:54:12,
370,2023-06-25 16:35:33,LINAUSDT,5m,short,1.32,0.01343,0.01319,0.01359,1.75,1.18,0.01333,0.0136,0.74,1.27,0.0136,-1.27,loss,2023-06-25 16:49:16,
371,2023-06-25 18:30:25,MAGICUSDT,5m,long,1.79,0.8496,0.8766,0.8356,3.17,1.65,0.872,0.8334,2.64,1.91,0.835,-1.72,loss,2023-06-25 20:44:22,
372,2023-06-25 18:40:23,MAGICUSDT,5m,long,1.49,0.8719,0.9344,0.8311,7.17,4.68,0.872,0.831,0.01,4.69,0.8325,-4.52,loss,2023-06-26 03:13:19,
373,2023-06-25 18:45:18,SOLUSDT,5m,long,3.57,17.19,17.638,17.082,2.61,0.63,17.2,17.07,0.06,0.7,17.12,-0.41,loss,2023-06-25 18:48:17,
374,2023-06-25 18:55:38,JOEUSDT,5m,short,2.8,0.4248,0.4171,0.4271,1.81,0.54,0.4232,0.4274,0.38,0.61,0.4265,-0.4,loss,2023-06-25 19:20:47,
375,2023-06-25 19:05:18,APTUSDT,5m,long,1.02,7.563,7.709,7.432,1.93,1.73,7.643,7.41,1.06,2.02,7.42,-1.89,loss,2023-06-26 03:59:12,
376,2023-06-25 19:05:22,DOGEUSDT,5m,long,1.69,0.06705,0.06772,0.06674,1.0,0.47,0.06728,0.06672,0.34,0.49,0.06674,-0.46,loss,2023-06-25 20:44:15,
377,2023-06-25 19:10:07,BTCUSDT,5m,long,2.67,30637.44,31273.04,30433.476,2.07,0.67,30651.35,30432.88,0.05,0.67,30443.73,-0.63,loss,2023-06-25 21:06:13,
378,2023-06-25 19:10:09,ETHUSDT,5m,long,2.75,1891.71,1931.11,1879.422,2.08,0.65,1906.3,1878.15,0.77,0.72,1878.16,-0.72,loss,2023-06-26 09:13:23,
379,2023-06-25 19:10:20,APTUSDT,5m,long,2.41,7.584,7.713,7.539,1.71,0.59,7.591,7.528,0.09,0.74,7.528,-0.74,loss,2023-06-25 19:13:12,
380,2023-06-25 19:10:35,ATOMUSDT,5m,long,1.08,9.536,9.632,9.462,1.01,0.78,9.56,9.458,0.25,0.82,9.464,-0.76,loss,2023-06-25 20:37:13,
381,2023-06-25 19:10:39,SUIUSDT,5m,long,4.67,0.7496,0.8034,0.7388,7.18,1.44,0.7543,0.7361,0.63,1.8,0.74,-1.28,loss,2023-06-26 03:05:56,
382,2023-06-25 19:15:38,JOEUSDT,5m,short,2.23,0.4246,0.4171,0.4275,1.77,0.68,0.4237,0.4286,0.21,0.94,0.4284,-0.89,loss,2023-06-25 19:53:18,
383,2023-06-25 19:25:22,OPUSDT,5m,long,3.34,1.348,1.389,1.337,3.03,0.8,1.358,1.335,0.74,0.96,1.336,-0.89,loss,2023-06-25 19:43:21,
384,2023-06-25 19:30:40,FILUSDT,5m,long,5.44,4.125,4.453,4.069,7.95,1.37,4.274,4.059,3.61,1.6,4.067,-1.41,loss,2023-06-25 21:12:16,
385,2023-06-25 19:35:12,LUNCUSDT,5m,long,4.08,9.143e-05,9.445e-05,9.078e-05,3.3,0.71,9.35e-05,9.074e-05,2.26,0.75,9.086e-05,-0.62,loss,2023-06-25 22:32:17,
386,2023-06-25 19:35:42,FILUSDT,5m,long,1.46,4.216,4.466,4.05,5.94,3.93,4.274,4.045,1.38,4.06,4.051,-3.91,loss,2023-06-25 22:23:16,
387,2023-06-25 19:35:46,JOEUSDT,5m,short,3.19,0.4256,0.4173,0.4278,1.95,0.51,0.4254,0.4286,0.05,0.7,0.4284,-0.66,loss,2023-06-25 19:53:19,
388,2023-06-25 19:45:28,DYDXUSDT,5m,long,1.96,2.004,2.042,1.987,1.88,0.84,2.008,1.986,0.2,0.9,1.987,-0.85,loss,2023-06-25 20:24:16,
389,2023-06-25 20:35:19,APTUSDT,5m,long,1.6,7.61,7.718,7.552,1.43,0.76,7.616,7.534,0.08,1.0,7.539,-0.93,loss,2023-06-25 20:44:12,
390,2023-06-25 20:45:22,SOLUSDT,5m,short,1.28,17.06,16.86,17.192,1.17,0.77,17.03,17.22,0.18,0.94,17.2,-0.82,loss,2023-06-25 20:56:20,
391,2023-06-25 20:55:10,LUNCUSDT,5m,long,1.43,9.308e-05,9.458e-05,9.216e-05,1.62,0.99,9.35e-05,9.209e-05,0.45,1.06,9.224e-05,-0.9,loss,2023-06-25 21:05:48,
392,2023-06-25 20:55:21,SOLUSDT,5m,long,3.03,17.18,17.636,17.048,2.65,0.77,17.22,16.98,0.23,1.16,17.01,-0.99,loss,2023-06-25 21:12:20,
393,2023-06-25 21:15:07,BTCUSDT,5m,short,1.89,30395.24,29951.12,30592.94,1.46,0.65,30216.55,30610.2,0.59,0.71,30590.75,-0.64,loss,2023-06-26 16:58:15,
394,2023-06-25 21:15:41,JOEUSDT,5m,short,1.0,0.421,0.4164,0.425,1.1,0.94,0.4204,0.4252,0.14,1.0,0.4252,-1.0,loss,2023-06-25 21:48:17,
395,2023-06-25 21:25:15,ADAUSDT,5m,short,1.31,0.2916,0.2884,0.2936,1.1,0.7,0.2915,0.2938,0.03,0.75,0.2938,-0.75,loss,2023-06-25 22:02:11,
396,2023-06-25 21:30:26,DYDXUSDT,5m,short,1.21,1.963,1.933,1.985,1.51,1.1,1.961,1.987,0.1,1.22,1.986,-1.17,loss,2023-06-25 21:51:14,
397,2023-06-25 22:35:09,TRXUSDT,5m,short,1.29,0.07328,0.07274,0.07359,0.73,0.43,0.07272,0.07344,0.76,0.22,0.07272,0.76,win,2023-06-26 04:02:27,
398,2023-06-25 22:35:14,LTCUSDT,5m,short,5.85,87.43,80.702,88.498,7.7,1.22,86.6,88.52,0.95,1.25,88.27,-0.96,loss,2023-06-26 02:13:17,
399,2023-06-25 22:35:25,MAGICUSDT,5m,short,1.2,0.8332,0.8214,0.8418,1.42,1.04,0.8323,0.843,0.11,1.18,0.843,-1.18,loss,2023-06-25 23:07:18,
400,2023-06-25 22:35:32,NEARUSDT,5m,short,1.24,1.396,1.382,1.406,1.03,0.69,1.393,1.407,0.21,0.79,1.406,-0.72,loss,2023-06-25 23:05:52,
401,2023-06-25 23:55:06,BTCUSDT,5m,short,1.1,30319.68,29903.936,30652.104,1.37,1.1,30216.55,30658.49,0.34,1.12,30639.14,-1.05,loss,2023-06-26 17:00:50,
402,2023-06-25 23:55:14,LTCUSDT,5m,short,3.96,86.76,80.568,88.236,7.14,1.7,86.6,88.35,0.18,1.83,88.32,-1.8,loss,2023-06-26 01:24:17,
403,2023-06-25 23:55:31,GALAUSDT,5m,short,1.59,0.02652,0.02597,0.02683,2.08,1.18,0.0265,0.02684,0.08,1.21,0.02684,-1.21,loss,2023-06-26 00:56:14,
404,2023-06-26 00:25:32,LINAUSDT,5m,long,1.31,0.01373,0.01385,0.01365,0.9,0.55,0.01385,0.01364,0.87,0.66,0.01364,-0.66,loss,2023-06-26 02:32:18,
405,2023-06-26 00:30:17,APTUSDT,5m,long,4.09,7.576,7.964,7.488,5.13,1.15,7.634,7.485,0.77,1.2,7.502,-0.98,loss,2023-06-26 03:05:43,
406,2023-06-26 00:55:09,LUNCUSDT,5m,long,11.65,9.208e-05,0.0001001,9.147e-05,8.76,0.66,9.267e-05,9.143e-05,0.64,0.71,9.166e-05,-0.46,loss,2023-06-26 03:05:51,
407,2023-06-26 01:10:24,AVAXUSDT,5m,long,1.61,13.5,13.644,13.428,1.07,0.53,13.54,13.41,0.3,0.67,13.41,-0.67,loss,2023-06-26 02:20:43,
408,2023-06-26 01:15:10,LUNCUSDT,5m,long,12.1,9.206e-05,0.0001001,9.147e-05,8.78,0.64,9.267e-05,9.143e-05,0.66,0.68,9.166e-05,-0.43,loss,2023-06-26 03:05:52,
409,2023-06-26 01:25:17,SOLUSDT,5m,long,1.44,17.06,17.612,16.7,3.24,2.11,17.11,16.68,0.29,2.23,16.72,-1.99,loss,2023-06-26 04:01:23,
410,2023-06-26 01:25:19,OPUSDT,5m,long,1.06,1.35,1.37,1.333,1.48,1.24,1.351,1.332,0.07,1.33,1.333,-1.26,loss,2023-06-26 02:20:52,
411,2023-06-26 01:25:26,MASKUSDT,5m,long,1.96,3.647,3.691,3.629,1.21,0.49,3.649,3.626,0.05,0.58,3.627,-0.55,loss,2023-06-26 02:06:20,
412,2023-06-26 02:10:34,LUNAUSDT,5m,long,6.76,0.6836,0.7114,0.6801,4.06,0.51,0.6855,0.6793,0.28,0.63,0.6793,-0.63,loss,2023-06-26 02:20:49,
413,2023-06-26 02:20:12,ARBUSDT,5m,short,1.08,1.107,1.1,1.111,0.62,0.42,1.102,1.112,0.45,0.45,1.111,-0.36,loss,2023-06-26 02:52:12,
414,2023-06-26 02:20:15,LTCUSDT,5m,short,2.03,87.96,86.312,88.668,1.87,0.8,87.86,88.72,0.11,0.86,88.72,-0.86,loss,2023-06-26 03:22:19,
415,2023-06-26 02:20:34,SUIUSDT,5m,short,3.71,0.7444,0.722,0.7497,3.01,0.71,0.7361,0.7504,1.11,0.81,0.7504,-0.81,loss,2023-06-26 03:38:21,
416,2023-06-26 02:20:39,JOEUSDT,5m,short,1.7,0.4286,0.422,0.432,1.55,0.78,0.4218,0.4296,1.59,0.23,0.4225,1.42,win,2023-06-26 03:12:18,
417,2023-06-26 02:30:41,JOEUSDT,5m,short,1.49,0.4283,0.4219,0.432,1.49,0.87,0.4218,0.4296,1.52,0.3,0.4225,1.35,win,2023-06-26 03:12:19,
418,2023-06-26 02:35:28,NEARUSDT,5m,short,1.46,1.399,1.382,1.409,1.2,0.69,1.381,1.403,1.29,0.29,1.381,1.29,win,2023-06-26 03:50:51,
419,2023-06-26 02:40:18,DOGEUSDT,5m,short,2.32,0.06663,0.06534,0.06711,1.93,0.72,0.0651,0.06681,2.3,0.27,0.06525,2.07,win,2023-06-26 19:46:17,
420,2023-06-26 03:05:29,NEARUSDT,5m,short,1.31,1.391,1.381,1.397,0.75,0.43,1.388,1.398,0.22,0.5,1.398,-0.5,loss,2023-06-26 03:08:20,
421,2023-06-26 03:05:31,SUSHIUSDT,5m,short,1.55,0.695,0.6806,0.7034,2.07,1.21,0.675,0.699,2.88,0.58,0.681,2.01,win,2023-06-26 04:04:24,
422,2023-06-26 03:05:39,EDUUSDT,5m,short,1.21,0.7581,0.7453,0.7675,1.68,1.25,0.7452,0.764,1.7,0.78,0.7473,1.42,win,2023-06-26 04:03:18,
423,2023-06-26 03:15:31,SUSHIUSDT,5m,short,2.95,0.693,0.6802,0.6966,1.85,0.52,0.675,0.696,2.6,0.43,0.681,1.73,win,2023-06-26 04:04:25,
424,2023-06-26 03:20:35,GALAUSDT,5m,short,1.4,0.02648,0.02596,0.02682,1.96,1.27,0.02592,0.02664,2.11,0.6,0.02599,1.85,win,2023-06-26 04:03:22,
425,2023-06-26 03:30:23,MAGICUSDT,5m,short,1.79,0.8309,0.8209,0.8355,1.2,0.55,0.8202,0.8322,1.29,0.16,0.8209,1.2,win,2023-06-26 03:59:22,
426,2023-06-26 03:35:34,GALAUSDT,5m,short,1.27,0.02646,0.02596,0.02682,1.9,1.36,0.02592,0.02648,2.04,0.08,0.02599,1.78,win,2023-06-26 04:03:22,
427,2023-06-26 03:40:13,ADAUSDT,5m,short,3.11,0.2911,0.2857,0.2925,1.87,0.49,0.2848,0.2921,2.16,0.34,0.2848,2.16,win,2023-06-26 19:37:11,
428,2023-06-26 03:50:21,DOGEUSDT,5m,short,1.99,0.06629,0.06527,0.06672,1.53,0.65,0.0651,0.06665,1.8,0.54,0.06525,1.57,win,2023-06-26 19:46:18,
429,2023-06-26 04:00:11,LUNCUSDT,5m,short,16.79,9.063e-05,7.886e-05,9.125e-05,12.98,0.69,8.988e-05,9.134e-05,0.83,0.78,9.131e-05,-0.75,loss,2023-06-26 09:51:18,
430,2023-06-26 04:00:12,ARBUSDT,5m,short,1.15,1.095,1.063,1.121,2.89,2.37,1.085,1.122,0.91,2.47,1.122,-2.47,loss,2023-06-26 09:34:13,
431,2023-06-26 04:00:20,APTUSDT,5m,short,1.54,7.428,7.302,7.501,1.71,0.98,7.341,7.515,1.17,1.17,7.507,-1.06,loss,2023-06-26 09:53:12,
432,2023-06-26 04:00:30,MASKUSDT,5m,short,1.12,3.576,3.542,3.601,0.96,0.7,3.54,3.577,1.01,0.03,3.551,0.7,win,2023-06-26 04:02:24,
433,2023-06-26 04:00:31,ETCUSDT,5m,short,3.06,18.08,17.728,18.176,1.95,0.53,17.85,18.18,1.27,0.55,18.18,-0.55,loss,2023-06-26 09:53:19,
434,2023-06-26 04:00:42,EDUUSDT,5m,short,3.12,0.7519,0.7187,0.7617,4.42,1.31,0.745,0.7639,0.92,1.6,0.7627,-1.44,loss,2023-06-26 10:00:50,
435,2023-06-26 04:05:06,BTCUSDT,5m,short,1.29,30317.98,29903.596,30596.392,1.37,0.92,30216.55,30610.2,0.33,0.96,30590.75,-0.9,loss,2023-06-26 16:58:17,
436,2023-06-26 04:05:14,BNBUSDT,5m,short,1.92,235.4,231.4,237.2,1.7,0.76,235.0,237.3,0.17,0.81,237.3,-0.81,loss,2023-06-26 09:54:13,
437,2023-06-26 04:05:28,MAGICUSDT,5m,short,1.22,0.8142,0.8018,0.8232,1.52,1.11,0.8122,0.8287,0.25,1.78,0.8272,-1.6,loss,2023-06-26 09:13:26,
438,2023-06-26 04:05:39,LUNAUSDT,5m,short,2.01,0.6454,0.6272,0.6537,2.83,1.28,0.6434,0.654,0.31,1.33,0.6539,-1.32,loss,2023-06-26 09:22:20,
439,2023-06-26 09:15:38,LINAUSDT,5m,long,5.52,0.01434,0.01572,0.0141,9.67,1.66,0.01574,0.01422,9.76,0.84,0.01574,9.76,win,2023-06-26 14:35:44,
440,2023-06-26 09:20:36,SUIUSDT,5m,long,1.22,0.7317,0.7467,0.7205,2.04,1.53,0.747,0.7312,2.09,0.07,0.7469,2.08,win,2023-06-26 10:00:56,
441,2023-06-26 09:25:17,APTUSDT,5m,long,3.07,7.437,7.558,7.406,1.62,0.42,7.565,7.421,1.72,0.22,7.561,1.67,win,2023-06-26 09:59:12,
442,2023-06-26 09:25:19,OPUSDT,5m,long,1.33,1.322,1.348,1.304,2.0,1.36,1.355,1.321,2.5,0.08,1.354,2.42,win,2023-06-26 09:55:50,
443,2023-06-26 09:25:34,SUIUSDT,5m,long,1.45,0.7353,0.7474,0.728,1.64,1.0,0.749,0.7325,1.86,0.38,0.749,1.86,win,2023-06-26 10:01:24,
444,2023-06-26 09:35:11,ARBUSDT,5m,long,1.43,1.128,1.137,1.123,0.8,0.43,1.128,1.122,0.0,0.53,1.128,0.0,loss,2023-06-26 09:35:46,
445,2023-06-26 09:45:11,ARBUSDT,5m,long,4.16,1.136,1.298,1.098,14.26,3.33,1.245,1.08,9.6,4.93,1.105,-2.73,loss,2023-06-30 16:43:11,
446,2023-06-26 09:55:19,OPUSDT,5m,long,1.95,1.354,1.39,1.337,2.66,1.24,1.383,1.335,2.14,1.4,1.339,-1.11,loss,2023-06-26 10:42:21,
447,2023-06-26 09:55:31,ATOMUSDT,5m,long,2.04,9.333,9.454,9.285,1.29,0.51,9.461,9.333,1.37,0.0,9.458,1.34,win,2023-06-26 16:35:43,
448,2023-06-26 09:55:33,LINAUSDT,5m,long,1.85,0.01464,0.01579,0.01404,7.81,4.11,0.01584,0.01435,8.2,1.98,0.01581,7.99,win,2023-06-26 15:22:19,
449,2023-06-26 10:00:20,SOLUSDT,5m,long,1.37,17.03,17.606,16.634,3.38,2.33,17.12,16.63,0.53,2.35,16.63,-2.35,loss,2023-06-26 19:37:25,
450,2023-06-26 10:00:21,OPUSDT,5m,long,3.06,1.363,1.408,1.35,3.29,0.97,1.383,1.348,1.47,1.1,1.348,-1.1,loss,2023-06-26 10:33:20,
451,2023-06-26 10:00:28,DYDXUSDT,5m,long,2.9,1.947,1.977,1.939,1.56,0.43,1.968,1.937,1.08,0.51,1.94,-0.36,loss,2023-06-26 10:28:17,
452,2023-06-26 10:00:42,JOEUSDT,5m,long,1.12,0.4089,0.4154,0.4037,1.58,1.26,0.4109,0.4035,0.49,1.32,0.4042,-1.15,loss,2023-06-26 11:06:17,
453,2023-06-26 10:05:22,OPUSDT,5m,long,11.54,1.377,1.515,1.366,10.05,0.78,1.382,1.364,0.36,0.94,1.365,-0.87,loss,2023-06-26 10:07:22,
454,2023-06-26 10:05:37,SUIUSDT,5m,long,1.27,0.7594,0.7663,0.7551,0.91,0.57,0.7597,0.7543,0.04,0.67,0.7543,-0.67,loss,2023-06-26 10:06:22,
455,2023-06-26 10:15:26,AVAXUSDT,5m,long,2.22,13.5,13.908,13.332,3.02,1.24,13.69,13.23,1.41,2.0,13.26,-1.78,loss,2023-06-26 19:46:14,
456,2023-06-26 10:15:30,ETCUSDT,5m,long,11.36,18.3,19.572,18.204,6.95,0.52,18.31,18.2,0.05,0.55,18.23,-0.38,loss,2023-06-26 10:22:18,
457,2023-06-26 10:15:37,SUIUSDT,5m,long,1.28,0.7532,0.7632,0.7465,1.33,0.89,0.7548,0.7443,0.21,1.18,0.7444,-1.17,loss,2023-06-26 10:27:23,
458,2023-06-26 10:35:32,NEARUSDT,5m,long,4.17,1.607,1.899,1.539,18.17,4.26,1.609,1.538,0.12,4.29,1.539,-4.23,loss,2023-06-26 11:19:21,
459,2023-06-26 11:05:26,MASKUSDT,5m,short,2.56,3.556,3.497,3.575,1.66,0.54,3.551,3.576,0.14,0.56,3.576,-0.56,loss,2023-06-26 11:27:19,
460,2023-06-26 11:15:10,TRXUSDT,5m,long,1.59,0.0738,0.07506,0.0731,1.7,0.94,0.07429,0.07301,0.66,1.07,0.07312,-0.92,loss,2023-06-26 19:47:25,
461,2023-06-26 11:15:19,APTUSDT,5m,long,3.18,7.494,7.695,7.439,2.68,0.74,7.737,7.477,3.24,0.23,7.691,2.63,win,2023-06-26 15:15:44,
462,2023-06-26 11:15:26,MAGICUSDT,5m,long,3.37,0.879,0.9358,0.863,6.46,1.82,0.94,0.8682,6.94,1.23,0.931,5.92,win,2023-06-26 16:47:23,
463,2023-06-26 11:15:27,DYDXUSDT,5m,long,1.92,1.939,1.976,1.922,1.9,0.87,1.979,1.932,2.06,0.36,1.975,1.86,win,2023-06-26 16:40:48,
464,2023-06-26 11:25:17,APTUSDT,5m,long,4.19,7.561,8.158,7.426,7.9,1.79,7.737,7.405,2.33,2.06,7.435,-1.67,loss,2023-06-26 19:47:11,
465,2023-06-26 11:30:26,DYDXUSDT,5m,long,2.1,1.938,1.976,1.922,1.94,0.8,1.979,1.936,2.12,0.1,1.975,1.91,win,2023-06-26 16:40:49,
466,2023-06-26 14:40:25,MAGICUSDT,5m,long,1.26,0.8975,0.9395,0.8656,4.68,3.56,0.94,0.8708,4.74,2.97,0.931,3.73,win,2023-06-26 16:47:24,
467,2023-06-26 14:45:25,DYDXUSDT,5m,long,1.31,1.949,1.978,1.93,1.48,0.99,1.979,1.938,1.54,0.56,1.975,1.33,win,2023-06-26 16:40:50,
468,2023-06-26 14:50:38,SUIUSDT,5m,long,7.61,0.7488,0.8033,0.7423,7.28,0.87,0.7595,0.7412,1.43,1.01,0.7417,-0.95,loss,2023-06-26 17:43:24,
469,2023-06-26 15:10:37,SUIUSDT,5m,long,4.77,0.7506,0.7781,0.7456,3.67,0.67,0.7509,0.7453,0.04,0.71,0.7453,-0.71,loss,2023-06-26 15:23:25,
470,2023-06-26 15:10:41,EDUUSDT,5m,long,2.45,0.761,0.7709,0.7579,1.3,0.42,0.762,0.7574,0.13,0.47,0.7574,-0.47,loss,2023-06-26 15:23:19,
471,2023-06-26 15:20:24,MAGICUSDT,5m,short,1.12,0.8799,0.8563,0.8997,2.68,2.25,0.8708,0.9015,1.03,2.45,0.9013,-2.43,loss,2023-06-26 16:40:57,
472,2023-06-26 15:20:33,GALAUSDT,5m,short,1.3,0.02617,0.02583,0.0264,1.31,0.87,0.02605,0.02641,0.46,0.92,0.02639,-0.84,loss,2023-06-26 16:36:22,
473,2023-06-26 15:30:17,DOTUSDT,5m,short,1.58,5.171,5.117,5.199,1.05,0.53,5.16,5.205,0.21,0.66,5.201,-0.58,loss,2023-06-26 16:41:16,
474,2023-06-26 15:30:21,DOGEUSDT,5m,short,1.18,0.06578,0.06532,0.06607,0.69,0.44,0.06566,0.06611,0.18,0.5,0.06607,-0.44,loss,2023-06-26 16:15:49,
475,2023-06-26 15:30:33,LINAUSDT,5m,long,4.93,0.0158,0.01869,0.01522,18.31,3.62,0.01638,0.01521,3.67,3.73,0.01533,-2.97,loss,2023-06-26 22:14:17,
476,2023-06-26 15:30:39,EDUUSDT,5m,short,1.29,0.756,0.7483,0.7609,1.02,0.65,0.754,0.7614,0.26,0.71,0.761,-0.66,loss,2023-06-26 16:07:20,
477,2023-06-26 15:45:08,ETHUSDT,5m,long,3.27,1883.99,1925.934,1873.13,2.23,0.58,1909.1,1871.01,1.33,0.69,1875.49,-0.45,loss,2023-06-26 17:44:16,
478,2023-06-26 16:15:28,NEARUSDT,5m,long,11.94,1.611,1.9,1.588,17.93,1.42,1.623,1.585,0.74,1.61,1.586,-1.55,loss,2023-06-26 16:33:24,
479,2023-06-26 16:15:41,EDUUSDT,5m,long,1.23,0.7631,0.7713,0.7575,1.08,0.73,0.7717,0.7588,1.13,0.56,0.7695,0.84,win,2023-06-26 17:01:18,
480,2023-06-26 16:25:11,ARBUSDT,5m,long,1.46,1.152,1.169,1.141,1.52,0.91,1.171,1.151,1.65,0.09,1.169,1.48,win,2023-06-26 16:59:13,
481,2023-06-26 16:30:28,ETCUSDT,5m,long,21.11,18.43,22.302,18.262,21.01,0.91,19.49,18.26,5.75,0.92,18.28,-0.81,loss,2023-06-26 20:08:14,
482,2023-06-26 16:40:23,MAGICUSDT,5m,long,1.61,0.9013,0.9403,0.8783,4.32,2.56,0.94,0.8778,4.29,2.61,0.8783,-2.55,loss,2023-06-26 19:26:19,
483,2023-06-26 16:40:38,FILUSDT,5m,long,1.18,4.09,4.132,4.06,1.04,0.73,4.106,4.057,0.39,0.81,4.067,-0.56,loss,2023-06-26 17:20:52,
484,2023-06-26 16:40:39,EDUUSDT,5m,long,1.0,0.768,0.7723,0.765,0.56,0.4,0.769,0.7642,0.13,0.49,0.7642,-0.49,loss,2023-06-26 16:51:17,
485,2023-06-26 17:00:14,ARBUSDT,5m,long,6.19,1.172,1.305,1.152,11.34,1.74,1.177,1.148,0.43,2.05,1.148,-2.05,loss,2023-06-26 17:43:13,
486,2023-06-26 17:00:40,FILUSDT,5m,long,1.15,4.103,4.145,4.073,1.01,0.73,4.106,4.07,0.07,0.8,4.07,-0.8,loss,2023-06-26 17:18:20,
